case,n,k,rate,nu,binary_rows,structural_kernel_dimension,target_rank,instance,source,rank_matrix,kernel_dimension,expected_kernel_dimension,deficiency
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,31,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,32,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,33,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,34,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,35,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,36,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,37,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,38,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,39,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,40,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,41,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,42,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,43,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,44,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,45,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,46,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,47,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,48,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,49,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,50,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,51,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,52,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,53,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,54,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,55,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,56,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,57,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,58,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,59,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,60,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,61,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,62,pep_derived,1259,37,37,0
